AAPB Unique Identifier (GUID),Type,Value,Timecode IN,Timecode OUT,Duration,dur_hh,dur_mm,dur_ss,seq_duration_SS,seq_duration_hh_mm_ss,Corpus,PBCore URL,AAPB URL,SonyCi ID,Filename,Source Org,Media Type,Title,Description,Genre,Creators,Source Format,Date Type,Date
cpb-aacip/15-pc2t43j82z,Significant speaker voice,"Kennedy, John F.",00:04:07,00:04:23,00:59:00,,,,81289,22:34:49,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-7940r9mp7z.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-7940r9mp7z,9cb95a28cd8b4ea5b949b448bb086b5c,cpb-aacip-15-7940r9mp7z__20131213tw_.mp3,IMPORT_ID,Series,The World,"The World, 12/13/2013",News,,Digital file,,
cpb-aacip/15-0c4sj19k9z,Significant speaker voice,"Kennedy, John F.",00:00:01,00:00:42,00:59:00,0.0,0.0,42.0,81331,22:35:31,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-3j3901zx61.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-3j3901zx61,83cec15f3cf74698942a869130370427,cpb-aacip-15-3j3901zx61__20131231TW_.mp3,IMPORT_ID,Series,The World,"The World, 12/31/2013",News,,Digital file,,
cpb-aacip/15-qv3bz61h9c,Significant speaker voice,"Kennedy, John F.",00:03:59,00:05:02,00:59:00,0.0,59.0,22.0,84893,23:34:53,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-zs2k64bm8t.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-zs2k64bm8t,3bc3f1c648c14ff481ece924456cdbe3,cpb-aacip-15-zs2k64bm8t__20131230TW_.mp3,IMPORT_ID,Series,The World,"The World, 12/30/2013",News,,Digital file,,
cpb-aacip/15-qv3bz61h9c,Significant speaker voice,"Kennedy, John F.",00:08:11,00:09:36,00:59:00,,,,84893,23:34:53,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-v40js9j08h.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-v40js9j08h,23e6987a9fda4089aba24bf11a569349,cpb-aacip-15-v40js9j08h__20140106tw_.mp3,IMPORT_ID,Series,The World,"The World, 01/06/2014",News,,Digital file,,
cpb-aacip/15-qv3bz61h9c,Significant speaker voice,"Kennedy, John F.",00:23:43,00:25:57,00:59:00,,,,84893,23:34:53,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-qb9v11w78v.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-qb9v11w78v,5015587206ef4b8aa8ed0dcbe1ee8ca1,cpb-aacip-15-qb9v11w78v__20140103tw_.mp3,IMPORT_ID,Series,The World,"The World, 01/03/2014",News,,Digital file,,
cpb-aacip/15-m03xs5jq09,Significant speaker voice,"Kennedy, John F.",00:00:01,00:02:49,00:59:00,0.0,2.0,49.0,85062,23:37:42,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-kk94747g6p.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-kk94747g6p,d1839115da974846ab4aab3f4772ea88,cpb-aacip-15-kk94747g6p__20140108tw_.mp3,IMPORT_ID,Series,The World,"The World, 01/08/2014",News,,Digital file,,
cpb-aacip/15-xg9f47h882,Significant speaker voice,"Kennedy, John F.",00:00:09,00:01:36,00:59:00,0.0,1.0,37.0,85159,23:39:19,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-ft8df6kq2k.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-ft8df6kq2k,385ffd107536416f8bc355376a2e97d0,cpb-aacip-15-ft8df6kq2k__20140107TW_.mp3,IMPORT_ID,Series,The World,"The World, 01/07/2014",News,,Digital file,,
cpb-aacip/15-p26pz51t8d,Significant speaker voice,"Kennedy, John F.",00:00:01,00:00:22,00:59:00,0.0,0.0,22.0,85181,23:39:41,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-b27pn8xx9n.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-b27pn8xx9n,ccc2e3af720c4f829bada1f2111e7fb5,cpb-aacip-15-b27pn8xx9n__20140113tw_.mp3,IMPORT_ID,Series,The World,"The World, 01/13/2014",News,,Digital file,,
cpb-aacip/15-qn5z60c776,Significant speaker voice,"Kennedy, John F.",00:02:09,00:03:31,00:59:00,0.0,5.0,3.0,85484,23:44:44,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-696zw19581.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-696zw19581,c9dc98f29d0f4bfebe5c46efe2bc9a0a,cpb-aacip-15-696zw19581__20140110tw_.mp3,IMPORT_ID,Series,The World,"The World, 01/10/2014",News,,Digital file,,
cpb-aacip/15-qn5z60c776,Significant speaker voice,"Kennedy, John F.",00:03:42,00:05:03,00:59:00,,,,85484,23:44:44,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-2j6833nd73.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-2j6833nd73,d4d80f14ef684752b06cbbe6cf99fac1,cpb-aacip-15-2j6833nd73__20140115tw_.mp3,IMPORT_ID,Series,The World,"The World, 01/15/2014",News,,Digital file,,
cpb-aacip/15-579s5143,Significant speaker voice,"Kennedy, John F.",00:05:56,00:06:25,00:59:00,0.0,14.0,59.0,86383,23:59:43,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-xw47p8v81r.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-xw47p8v81r,6c72d6b671a54ef9afb7172fdeaafeb9,cpb-aacip-15-xw47p8v81r__20140114TW_.mp3,IMPORT_ID,Series,The World,"The World, 01/14/2014",News,,Digital file,,
cpb-aacip/15-13905z9r,Significant speaker voice,"Johnson, Lyndon",00:02:41,00:04:43,00:59:00,0.0,5.0,48.0,86731,24:05:31,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-t43hx16h0x.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-t43hx16h0x,bdb621cfcc9644548f0cd4623707acc1,cpb-aacip-15-t43hx16h0x__20140120tw_.mp3,IMPORT_ID,Series,The World,"The World, 01/20/2014",News,,Digital file,,
cpb-aacip/15-74qjqhcz,Significant speaker voice,"Johnson, Lyndon",00:06:33,00:22:15,00:59:00,0.0,30.0,7.0,88538,24:35:38,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-pc2t43jq8d.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-pc2t43jq8d,3b2c478612d1451390ffbb6b53325d48,cpb-aacip-15-pc2t43jq8d__20140117TW_.mp3,IMPORT_ID,Series,The World,"The World, 01/17/2014",News,,Digital file,,
cpb-aacip/15-74qjqhcz,Sound quality,audience clapping,00:22:16,00:22:37,00:59:00,,,,88538,24:35:38,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-jm23b5wz5q.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-jm23b5wz5q,575b408244a24abfb06c3d313fe0a630,cpb-aacip-15-jm23b5wz5q__20140122TW_.mp3,IMPORT_ID,Series,The World,"The World, 01/22/2014",News,,Digital file,,
cpb-aacip/15-7634v29m,Significant speaker voice,"Johnson, Lyndon",00:00:27,00:09:57,00:59:00,0.0,14.0,46.0,89424,24:50:24,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-dv1cj8862c.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-dv1cj8862c,20b87fcd5fd14d7884f8fa19c2223332,cpb-aacip-15-dv1cj8862c__20140121TW_.mp3,IMPORT_ID,Series,The World,"The World, 01/21/2014",News,,Digital file,,
cpb-aacip/15-87brvgbk,Significant speaker voice,"Johnson, Lyndon",00:05:00,00:23:23,00:59:00,0.0,29.0,48.0,91212,25:20:12,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-930ns0mf1b.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-930ns0mf1b,1f29018a16c54abbbde72e9ba185e78c,cpb-aacip-15-930ns0mf1b__20131122TW_.mp3,IMPORT_ID,Series,The World,"The World, 11/22/2013",News,,Digital file,,
cpb-aacip/15-87brvgbk,Significant speaker voice,"Johnson, Lyndon",00:23:52,00:24:07,00:59:00,,,,91212,25:20:12,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-5d8nc5st25.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-5d8nc5st25,3e5060034a5d4198ad162486d1b6cc0d,cpb-aacip-15-5d8nc5st25__20131115TW_.mp3,IMPORT_ID,Series,The World,"The World, 11/15/2013",News,,Digital file,,
cpb-aacip/15-87brvgbk,Significant speaker voice,"Johnson, Lyndon",00:24:49,00:26:19,00:59:00,,,,91212,25:20:12,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-1n7xk8521f.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-1n7xk8521f,5c355420734241a7b5750c080a70dd96,cpb-aacip-15-1n7xk8521f__20131220TW_.mp3,IMPORT_ID,Series,The World,"The World, 12/20/2013",News,,Digital file,,
cpb-aacip/15-36547qsq,Significant speaker voice,"Johnson, Lyndon",00:00:05,00:06:28,00:59:00,1.0,4.0,19.0,95071,26:24:31,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-ww76t0hr30.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-ww76t0hr30,ed4ec4f49a5e45458b684a5703156aae,cpb-aacip-15-ww76t0hr30__20131218TW_.mp3,IMPORT_ID,Series,The World,"The World, 12/18/2013",News,,Digital file,,
cpb-aacip/15-580k6sx1,Significant speaker voice,"Johnson, Lyndon",00:00:48,00:10:01,00:59:00,0.0,32.0,0.0,96991,26:56:31,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-mc8rb6wp5j.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-mc8rb6wp5j,47e4149a01df4d0fa65315216317d43b,cpb-aacip-15-mc8rb6wp5j__20131104TWrestored_.mp3,IMPORT_ID,Series,The World,"The World, 11/04/2013 Restored from mixed sources",News,,Digital file,,
cpb-aacip/15-580k6sx1,Significant speaker voice,"Johnson, Lyndon",00:10:08,00:11:18,00:59:00,,,,96991,26:56:31,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-gm81j97x4p.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-gm81j97x4p,553dfb792e904548b4e809a9bbbd10a0,cpb-aacip-15-gm81j97x4p__20140228tw3pm_.mp3,IMPORT_ID,Series,The World,"The World, 02/28/2014 3PM",News,,Digital file,,
cpb-aacip/15-580k6sx1,Significant speaker voice,"Johnson, Lyndon",00:11:33,00:13:02,00:59:00,,,,96991,26:56:31,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-bz6154f97h.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-bz6154f97h,5d7b5ef188274dc4bb7b3d4ddf9c43f0,cpb-aacip-15-bz6154f97h__20140307tw_.mp3,IMPORT_ID,Series,The World,"The World, 03/07/2014",News,,Digital file,,
cpb-aacip/15-580k6sx1,Significant speaker voice,"Johnson, Lyndon",00:13:17,00:13:51,00:59:00,,,,96991,26:56:31,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-7659c6sj6c.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-7659c6sj6c,b69029b3f4f347dab4951af9a0f2b776,cpb-aacip-15-7659c6sj6c__20131119TW_.mp3,IMPORT_ID,Series,The World,"The World, 11/19/2013",News,,Digital file,,
cpb-aacip/15-78gf2967,Significant speaker voice,"Johnson, Lyndon",00:00:05,00:15:07,00:59:00,0.0,15.0,47.0,97938,27:12:18,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-3f4kk94s5d.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-3f4kk94s5d,472c36fa0cba4b20a831db9bf2f20305,cpb-aacip-15-3f4kk94s5d__20131118tw_.mp3,IMPORT_ID,Series,The World,"The World, 11/18/2013",News,,Digital file,,
cpb-aacip/15-278sfjf3,Significant speaker voice,"Johnson, Lyndon",00:00:05,00:08:30,00:59:00,0.0,29.0,20.0,99698,27:41:38,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-zp3vt1hg3v.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-zp3vt1hg3v,87d5f1f3afd3464e9a451f71d27e679c,cpb-aacip-15-zp3vt1hg3v__20131121TW_.mp3,IMPORT_ID,Series,The World,"The World, 11/21/2013",News,,Digital file,,
cpb-aacip/15-278sfjf3,Significant speaker voice,"Johnson, Lyndon",00:09:01,00:09:22,00:59:00,,,,99698,27:41:38,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-tx3513vq09.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-tx3513vq09,e3209f7c420242c48c561aa9d93c544a,cpb-aacip-15-tx3513vq09__20131120TW_.mp3,IMPORT_ID,Series,The World,"The World, 11/20/2013",News,,Digital file,,
cpb-aacip/15-278sfjf3,Significant speaker voice,"Johnson, Lyndon",00:09:33,00:10:07,00:59:00,,,,99698,27:41:38,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-q52f766x7k.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-q52f766x7k,a65550103c314f50ae5338e24f8bdddc,cpb-aacip-15-q52f766x7k__20131126TW_.mp3,IMPORT_ID,Series,The World,"The World, 11/26/2013",News,,Digital file,,
cpb-aacip/15-32r4xvqp,Sound quality,audience clapping,00:03:39,00:04:04,00:59:00,1.0,8.0,0.0,103778,28:49:38,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-kd1qf8k56n.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-kd1qf8k56n,f565149205eb4d148a307af778715cca,cpb-aacip-15-kd1qf8k56n__20131125TW_.mp3,IMPORT_ID,Series,The World,"The World, 11/25/2013",News,,Digital file,,
cpb-aacip/15-32r4xvqp,Significant speaker voice,"Johnson, Lyndon",00:04:10,00:07:00,00:59:00,,,,103778,28:49:38,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-fq9q23rj96.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-fq9q23rj96,a1e14a3884994d84bf83694d8207b84e,cpb-aacip-15-fq9q23rj96__20131128TW_.mp3,IMPORT_ID,Series,The World,"The World, 11/28/2013",News,,Digital file,,
cpb-aacip/15-32r4xvqp,Significant speaker voice,"Johnson, Lyndon",00:10:13,00:10:28,00:59:00,,,,103778,28:49:38,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-9z90863s8b.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-9z90863s8b,f0eb5fe6eda34334a96cf81be1041516,cpb-aacip-15-9z90863s8b__20131127TW_.mp3,IMPORT_ID,Series,The World,"The World, 11/27/2013",News,,Digital file,,
cpb-aacip/15-32r4xvqp,Significant speaker voice,"Johnson, Lyndon",00:48:00,00:48:38,00:59:00,,,,103778,28:49:38,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-vq2s46hx29.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-vq2s46hx29,3e4a406447764ef2a249b6629d18bcbd,cpb-aacip-15-vq2s46hx29__20130917TW_.mp3,IMPORT_ID,Series,The World,"The World, 09/17/2013",News,,Digital file,,
cpb-aacip/15-95w6mt57,Significant speaker voice,"Johnson, Lyndon",00:04:40,00:09:16,00:59:00,0.0,49.0,59.0,106777,29:39:37,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-r20rr1q951.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-r20rr1q951,e61a63288ec8460e9d2585ed5459731a,cpb-aacip-15-r20rr1q951__20130807TW_.mp3,IMPORT_ID,Series,The World,"The World, 08/07/2013",News,,Digital file,,
cpb-aacip/15-95w6mt57,Significant speaker voice,"Johnson, Lyndon",00:09:31,00:13:02,00:59:00,,,,106777,29:39:37,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-zg6g15v54b.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-zg6g15v54b,6ef811a0030349059c2c8cb0de7231e2,cpb-aacip-15-zg6g15v54b__20131015TW_.mp3,IMPORT_ID,Series,The World,"The World,10/15/2013",News,,Digital file,,
cpb-aacip/15-40ksn9g7,Significant speaker voice,"Johnson, Lyndon",00:00:05,00:13:16,00:59:00,0.0,34.0,17.0,108834,30:13:54,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-tt4fn11j6p.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-tt4fn11j6p,75aa52bbc18c40cba6758ad1d5450de8,cpb-aacip-15-tt4fn11j6p__20131014TW_.mp3,IMPORT_ID,Series,The World,"The World, 10/14/2013",News,,Digital file,,
cpb-aacip/15-40ksn9g7,Significant speaker voice,"Johnson, Lyndon",00:13:28,00:13:57,00:59:00,,,,108834,30:13:54,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-2804x54z53.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-2804x54z53,0440493f489f42ec8d926fc68b34a99c,cpb-aacip-15-2804x54z53__20131004tw_.mp3,IMPORT_ID,Series,The World,"The World, 10/04/2013",News,,Digital file,,
cpb-aacip/27-v40js9hs79,Significant speaker voice,"Johnson, Lyndon",00:00:16,00:01:19,00:59:00,0.0,9.0,36.0,109410,30:23:30,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-xk84j0bs8g.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-xk84j0bs8g,c3aba2ad05e74eafa2a27f142ebae29f,cpb-aacip-15-xk84j0bs8g__20131003tw_.mp3,IMPORT_ID,Series,The World,"The World, 10/03/2013",News,,Digital file,,
cpb-aacip/27-v40js9hs79,Significant speaker voice,"Johnson, Lyndon",00:01:32,00:08:10,00:59:00,,,,109410,30:23:30,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-st7dr2q17j.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-st7dr2q17j,92c75176f7d3490ba486801431155651,cpb-aacip-15-st7dr2q17j__20131008TW_.mp3,IMPORT_ID,Series,The World,"The World, 10/08/2013",News,,Digital file,,
cpb-aacip/15-37hqc8h5,Significant speaker voice,"Johnson, Lyndon",00:01:45,00:13:04,00:59:00,0.0,30.0,33.0,111243,30:54:03,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-p26pz52859.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-p26pz52859,a7f87ed82535438dba6472ccb3814c49,cpb-aacip-15-p26pz52859__20131007TW_.mp3,IMPORT_ID,Series,The World,"The World, 10/07/2013",News,,Digital file,,
cpb-aacip/15-37hqc8h5,Significant speaker voice,"Johnson, Lyndon",00:13:20,00:14:37,00:59:00,,,,111243,30:54:03,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-j96057dh2r.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-j96057dh2r,c54793588f7a4cd5aa9fa69830c3d9df,cpb-aacip-15-j96057dh2r__20131010TW_.mp3,IMPORT_ID,Series,The World,"The World, 10/10/2013",News,,Digital file,,
cpb-aacip/15-57nnp5wrn,Significant speaker voice,"Johnson, Lyndon",00:00:05,00:07:28,00:59:00,0.0,27.0,58.0,112921,31:22:01,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-gb1xd0rg2v.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-gb1xd0rg2v,f6535a889a49487686a4149f00bc135b,cpb-aacip-15-gb1xd0rg2v__20131025TW_.mp3,IMPORT_ID,Series,The World,"The World, 10/25/2013",News,,Digital file,,
cpb-aacip/15-57nnp5wrn,Significant speaker voice,"Johnson, Lyndon",00:07:48,00:09:09,00:59:00,,,,112921,31:22:01,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-tm71v5c78b.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-tm71v5c78b,9b21083e611a494aaf0ab0536776d326,cpb-aacip-15-tm71v5c78b__20140116TW_.mp3,IMPORT_ID,Series,The World,"The World, 01/16/2014",News,,Digital file,,
cpb-aacip/15-76f1vxx5,Significant speaker voice,"Johnson, Lyndon",00:00:07,00:01:28,00:59:00,0.0,9.0,28.0,113489,31:31:29,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-pv6b27qg5p.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-pv6b27qg5p,3df239d481084a3ba69578156e324785,cpb-aacip-15-pv6b27qg5p__20140109TW_.mp3,IMPORT_ID,Series,The World,"The World, 01/09/2014",News,,Digital file,,
cpb-aacip/15-76f1vxx5,Significant speaker voice,"Johnson, Lyndon",00:02:53,00:03:15,00:59:00,,,,113489,31:31:29,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-k35m902q4v.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-k35m902q4v,a59a05b06c5b4ecca910d6a8a1b015ca,cpb-aacip-15-k35m902q4v__20140128TW_.mp3,IMPORT_ID,Series,The World,"The World, 01/28/2014",News,,Digital file,,
cpb-aacip/15-13zs7r7n,Significant speaker voice,"Johnson, Lyndon",00:02:27,00:03:45,00:59:00,0.0,28.0,18.0,115187,31:59:47,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-ff3kw5837f.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-ff3kw5837f,65e33a3052f7468e958eef12dbfa232e,cpb-aacip-15-ff3kw5837f__20140127TW_.mp3,IMPORT_ID,Series,The World,"The World, 01/27/2014",News,,Digital file,,
cpb-aacip/15-13zs7r7n,Significant speaker voice,"Johnson, Lyndon",00:03:56,00:04:44,00:59:00,,,,115187,31:59:47,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-9p2w37mb6d.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-9p2w37mb6d,87bc907d0d3a4cc2b8a3afbfc9fa95a4,cpb-aacip-15-9p2w37mb6d__20140130TW_.mp3,IMPORT_ID,Series,The World,"The World, 01/30/2014",News,,Digital file,,
cpb-aacip/15-13zs7r7n,Significant speaker voice,"Johnson, Lyndon",00:04:55,00:05:19,00:59:00,,,,115187,31:59:47,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-5x2599zk41.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-5x2599zk41,b0ccd003f50e45d9bfad19edca416af2,cpb-aacip-15-5x2599zk41__20140129TW_.mp3,IMPORT_ID,Series,The World,"The World, 01/29/2014",News,,Digital file,,
cpb-aacip/15-28nck3m2,Significant speaker voice,"Johnson, Lyndon",00:00:07,00:08:35,00:59:00,0.0,31.0,26.0,117073,32:31:13,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-251fj29t1k.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-251fj29t1k,eecf22ecc0f645c4a51a8407c6d227cd,cpb-aacip-15-251fj29t1k__20140204tw_.mp3,IMPORT_ID,Series,The World,"The World, 02/04/2014",News,,Digital file,,
cpb-aacip/15-28nck3m2,Significant speaker voice,"Johnson, Lyndon",00:08:45,00:10:37,00:59:00,,,,117073,32:31:13,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-xd0qr4ph07.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-xd0qr4ph07,35548bba699d4900bf05d0d72c6e0552,cpb-aacip-15-xd0qr4ph07__20140203tw_.mp3,IMPORT_ID,Series,The World,"The World, 02/03/2014",News,,Digital file,,
cpb-aacip/15-64thtmrz,Significant speaker voice,"Johnson, Lyndon",00:02:26,00:10:10,00:59:00,1.0,5.0,19.0,120992,33:36:32,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-sn00z71q8w.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-sn00z71q8w,d85d2728d5ad429fb4fba579a0166681,cpb-aacip-15-sn00z71q8w__20140206TW_.mp3,IMPORT_ID,Series,The World,"The World, 02/06/2014",News,,Digital file,,
cpb-aacip/15-64thtmrz,Significant speaker voice,"Johnson, Lyndon",00:10:23,00:10:41,00:59:00,,,,120992,33:36:32,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-nv9959cz7t.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-nv9959cz7t,43e2ccf066ca416a9fbbde5dee4f8ef1,cpb-aacip-15-nv9959cz7t__20140205TW_.mp3,IMPORT_ID,Series,The World,"The World, 02/05/2014",News,,Digital file,,
