AAPB Unique Identifier (GUID),Type,Value,Timecode IN,Timecode OUT,File Duration,SonyCi ID,Filename
cpb-aacip/28-8w3804xv9h,Significant speaker voice,"Nixon, Richard",95,134,1784.352000,171e6298ea1745b8baeffc801bf6192c,cpb-aacip-28-8w3804xv9h__PRA_AAPP_BC1001_Press_conference_of_his_trickiness_.mp3
cpb-aacip/28-8w3804xv9h,Significant speaker voice,"Nixon, Richard",149,212,1784.352000,171e6298ea1745b8baeffc801bf6192c,cpb-aacip-28-8w3804xv9h__PRA_AAPP_BC1001_Press_conference_of_his_trickiness_.mp3
cpb-aacip/28-8w3804xv9h,Significant speaker voice,"Nixon, Richard",259,288,1784.352000,171e6298ea1745b8baeffc801bf6192c,cpb-aacip-28-8w3804xv9h__PRA_AAPP_BC1001_Press_conference_of_his_trickiness_.mp3
cpb-aacip/15-83xsjjxx,Significant speaker voice,"Nixon, Richard",5,1621,2162.040979,3f85f69137c64c3fb2ea858eae11daf6,cpb-aacip-15-83xsjjxx.mp3
cpb-aacip/15-83xsjjxx,Significant speaker voice,"Lehrer, Jim",1622,1830,2162.040979,3f85f69137c64c3fb2ea858eae11daf6,cpb-aacip-15-83xsjjxx.mp3
cpb-aacip/15-pn8x921r3r,Significant speaker voice,"Nixon, Richard",1,47,47.160000,d2cae9a5a93646b6bf7b2be766e1ee87,cpb-aacip-15-pn8x921r3r__ABC44988_.h264.mp4
cpb-aacip/15-s756d5pp6x,Significant speaker voice,"Nixon, Richard",1,221,221.426000,eff7582ed33d4c579edb9c2b452765f6,cpb-aacip-15-s756d5pp6x__barcode50253_clip1_.h264.mp4
cpb-aacip/15-kp7tm72568,Significant speaker voice,"Nixon, Richard",9,22,100.868000,afe522bc7d0a435d8662e27b5938d231,cpb-aacip-15-kp7tm72568__ABCMISCCAN142_R2_.h264.mp4
cpb-aacip/15-kp7tm72568,Significant speaker voice,"Nixon, Richard",25,85,100.868000,afe522bc7d0a435d8662e27b5938d231,cpb-aacip-15-kp7tm72568__ABCMISCCAN142_R2_.h264.mp4
cpb-aacip/15-hx15m62g43,Significant speaker voice,"Nixon, Richard",1,136,136.695873,b11dd14166d44b0caf420264ab83e2cc,cpb-aacip-15-hx15m62g43__ABC11913_.h264.mp4
cpb-aacip/15-ms3jw86v7c,Significant speaker voice,"Nixon, Richard",7,12,112.686440,ac5b9641626941ac86ac075333ef3206,cpb-aacip-15-ms3jw86v7c__ABC28823_.h264.mp4
cpb-aacip/15-ms3jw86v7c,Significant speaker voice,"Nixon, Richard",21,63,112.686440,ac5b9641626941ac86ac075333ef3206,cpb-aacip-15-ms3jw86v7c__ABC28823_.h264.mp4
cpb-aacip/15-ms3jw86v7c,Significant speaker voice,"Nixon, Richard",73,83,112.686440,ac5b9641626941ac86ac075333ef3206,cpb-aacip-15-ms3jw86v7c__ABC28823_.h264.mp4
cpb-aacip/15-cf9j38kn9q,Significant speaker voice,"Nixon, Richard",1,76,151.742404,f8f227c9c8d94502b49268562123e447,cpb-aacip-15-cf9j38kn9q__ABC17949_.h264.mp4
cpb-aacip/15-cf9j38kn9q,Significant speaker voice,"Nixon, Richard",85,129,151.742404,f8f227c9c8d94502b49268562123e447,cpb-aacip-15-cf9j38kn9q__ABC17949_.h264.mp4
cpb-aacip/15-3775t3g060,Significant speaker voice,"Nixon, Richard",10,132,267.447438,ac9bdbdcf81848dcb31851e5c5fd6235,cpb-aacip-15-3775t3g060__CBS250212_.h264.mp4
cpb-aacip/15-nc5s756s32,Significant speaker voice,"Nixon, Richard",33,312,417.542000,37a3d73ea8704a0783d4e19bf3ebc547,cpb-aacip-15-nc5s756s32__barcode50254_clip3_.h264.mp4
cpb-aacip/15-nc5s756s32,Significant speaker voice,"Nixon, Richard",335,389,417.542000,37a3d73ea8704a0783d4e19bf3ebc547,cpb-aacip-15-nc5s756s32__barcode50254_clip3_.h264.mp4
cpb-aacip/15-qb9v11vt89,Significant speaker voice,"Nixon, Richard",8,126,261.109000,e6f1fc94c8d144f6aa312a0cebfd44ac,cpb-aacip-15-qb9v11vt89__barcode50352_clip3_.h264.mp4
cpb-aacip/15-qb9v11vt89,Significant speaker voice,"Nixon, Richard",137,192,261.109000,e6f1fc94c8d144f6aa312a0cebfd44ac,cpb-aacip-15-qb9v11vt89__barcode50352_clip3_.h264.mp4
cpb-aacip/15-40ksn9vt,Significant speaker voice,"Nixon, Richard",66,1969,1986.096000,ec59be88cb4b48b9b2e3a15626d38d9c,cpb-aacip-15-40ksn9vt.mp3
cpb-aacup/29-47rn8tsh,Significant speaker voice,"Nixon, Richard",64,211,,,
cpb-aacup/29-47rn8tsh,Significant speaker voice,"Nixon, Richard",228,267,,,
cpb-aacip/27-qj77s7jb3g,Significant speaker voice,"Nixon, Richard",397,552,1544.760000,6d25ee63b3044560b1f5ef5b489ad715,cpb-aacip-27-qj77s7jb3g__WYSO_PA_40B_.mp3
cpb-aacip/27-qj77s7jb3g,Significant speaker voice,"Nixon, Richard",591,645,1544.760000,6d25ee63b3044560b1f5ef5b489ad715,cpb-aacip-27-qj77s7jb3g__WYSO_PA_40B_.mp3
cpb-aacip/43-sj19k46973,Significant speaker voice,"Nixon, Richard",1,124,123.960000,a6546845e4fe49c3b2cf80d41e998815,cpb-aacip-43-sj19k46973__10271335_.mp3
cpb-aacip/15-43nvxbsw,Sound quality,NPR embedded feed,48,53,3234.360979,00b6f8657738423ba3feb0083ab7bc10,cpb-aacip-15-43nvxbsw.mp3
cpb-aacip/15-43nvxbsw,Significant speaker voice,"Nixon, Richard",313,357,3234.360979,00b6f8657738423ba3feb0083ab7bc10,cpb-aacip-15-43nvxbsw.mp3
cpb-aacip/15-43nvxbsw,Significant speaker voice,"Nixon, Richard",369,393,3234.360979,00b6f8657738423ba3feb0083ab7bc10,cpb-aacip-15-43nvxbsw.mp3
cpb-aacip/15-43nvxbsw,Significant speaker voice,"Nixon, Richard",405,566,3234.360979,00b6f8657738423ba3feb0083ab7bc10,cpb-aacip-15-43nvxbsw.mp3
cpb-aacip/15-6d5p843v32,Significant speaker voice,"Nixon, Richard",900,1011,1044.898000,12cea87e12a64708a0913b49c2c86a58,cpb-aacip-15-6d5p843v32__barcode50255_clip2_.h264.mp4
cpb-aacip/15-w66930p92m,Significant speaker voice,"Nixon, Richard",257,481,532.225000,18ed8ccc5afe4511b49d5d5d40bf0dcd,cpb-aacip-15-w66930p92m__barcode19269_clip2_.h264.mp4
cpb-aacip/43-kp7tm72c1c,Significant speaker voice,"Nixon, Richard",0,55,54.888979,b46a38982fc04f528300ad9d8910243b,cpb-aacip-43-kp7tm72c1c__10397549_.mp3
cpb-aacip/43-0g3gx44z5x,Significant speaker voice,"Nixon, Richard",0,117,117.216979,d12353aab7c14c34adeb0f326eaf5942,cpb-aacip-43-0g3gx44z5x__10397708_.mp3
cpb-aacip/15-wm13n20v8q,Significant speaker voice,"Nixon, Richard",62,98,123.414059,060fd291c3524b55b35eb0d60e1ae923,cpb-aacip-15-wm13n20v8q__ABC73621_.h264.mp4
cpb-aacip/43-7h1dj58r3r,Significant speaker voice,"Nixon, Richard",2,26,27.384979,e1354df919fd4eb2b1606c01d25d2576,cpb-aacip-43-7h1dj58r3r__10369128_.mp3
cpb-aacip/43-fn10p0x506,Significant speaker voice,"Nixon, Richard",1,33,34.008979,3c604245506e4f0d936b8f32f43ff187,cpb-aacip-43-fn10p0x506__10397655_.mp3
cpb-aacip/43-th8bg2ht79,Significant speaker voice,"Nixon, Richard",1,96,96.912979,b4c13a93e624400ca3330b5430b3eaa2,cpb-aacip-43-th8bg2ht79__10397602_.mp3
cpb-aacip/43-t43hx1672b,Significant speaker voice,"Nixon, Richard",1,119,120.168979,f8a722d40a134763b37953c4dc7ad1db,cpb-aacip-43-t43hx1672b__10369075_.mp3
cpb-aacip/43-3n20c4st3f,Significant speaker voice,"Nixon, Richard",1,20,21.216979,310d15e583864d249ddd12d273ff1867,cpb-aacip-43-3n20c4st3f__10369181_.mp3
cpb-aacip/43-x639z90x8h,Significant speaker voice,"Nixon, Richard",2,138,139.248000,dd2b9b17748d44d1b21856e9625172f3,cpb-aacip-43-x639z90x8h__10264425_.mp3
cpb-aacip/43-0g3gx44z7j,Significant speaker voice,"Nixon, Richard",2,90,92.064979,1b0806325fc54bd0abee46111d9488b5,cpb-aacip-43-0g3gx44z7j__10369022_.mp3
cpb-aacip/15-7h1dj58m4z,Significant speaker voice,"Nixon, Richard",2,46,3533.636000,05e7ca92ba3e4b5386f04c4c0d74f66f,cpb-aacip-15-7h1dj58m4z__barcode283690_.h264.mp4
cpb-aacip/15-7h1dj58m4z,Significant speaker voice,"Johnson, Lyndon",204,228,3533.636000,05e7ca92ba3e4b5386f04c4c0d74f66f,cpb-aacip-15-7h1dj58m4z__barcode283690_.h264.mp4
cpb-aacip/15-7h1dj58m4z,Significant speaker voice,"Nixon, Richard",235,260,3533.636000,05e7ca92ba3e4b5386f04c4c0d74f66f,cpb-aacip-15-7h1dj58m4z__barcode283690_.h264.mp4
cpb-aacip/15-7h1dj58m4z,Significant speaker voice,"Kissinger, Henry",533,550,3533.636000,05e7ca92ba3e4b5386f04c4c0d74f66f,cpb-aacip-15-7h1dj58m4z__barcode283690_.h264.mp4
cpb-aacip/15-7h1dj58m4z,Significant speaker voice,"Nixon, Richard",1195,1220,3533.636000,05e7ca92ba3e4b5386f04c4c0d74f66f,cpb-aacip-15-7h1dj58m4z__barcode283690_.h264.mp4
cpb-aacip/15-7h1dj58m4z,Significant speaker voice,"Kissinger, Henry",1525,1554,3533.636000,05e7ca92ba3e4b5386f04c4c0d74f66f,cpb-aacip-15-7h1dj58m4z__barcode283690_.h264.mp4
cpb-aacip/15-7h1dj58m4z,Significant speaker voice,"Nixon, Richard",1617,1633,3533.636000,05e7ca92ba3e4b5386f04c4c0d74f66f,cpb-aacip-15-7h1dj58m4z__barcode283690_.h264.mp4
cpb-aacip/15-7h1dj58m4z,Significant speaker voice,"Kissinger, Henry",1688,1712,3533.636000,05e7ca92ba3e4b5386f04c4c0d74f66f,cpb-aacip-15-7h1dj58m4z__barcode283690_.h264.mp4
cpb-aacip/15-7h1dj58m4z,Significant speaker voice,"Kissinger, Henry",1813,1845,3533.636000,05e7ca92ba3e4b5386f04c4c0d74f66f,cpb-aacip-15-7h1dj58m4z__barcode283690_.h264.mp4
cpb-aacip/15-7h1dj58m4z,Significant speaker voice,"Kissinger, Henry",2234,2324,3533.636000,05e7ca92ba3e4b5386f04c4c0d74f66f,cpb-aacip-15-7h1dj58m4z__barcode283690_.h264.mp4
cpb-aacip/500-c24qpn45,Significant speaker voice,"Nixon, Richard",27,42,1788.960000,63e73b2159fe4f20ab0c553c0502d7de,cpb-aacip-500-c24qpn45.mp3
cpb-aacip/15-29p2nsbp,Significant speaker voice,"Nixon, Richard",10,570,1052.832000,314454908534465db7f2b8ead705df2f,cpb-aacip-15-29p2nsbp.mp3
cpb-aacip/75-88qbzvhx,Significant speaker voice,"Nixon, Richard",16,23,3544.062000,43a3554d7a304af39d31c7cd673ce76b,cpb-aacip-75-88qbzvhx.h264.mp4
cpb-aacip/75-88qbzvhx,Significant speaker voice,"Kennedy, John F.",1923,1928,3544.062000,43a3554d7a304af39d31c7cd673ce76b,cpb-aacip-75-88qbzvhx.h264.mp4
cpb-aacip/75-88qbzvhx,Significant speaker voice,"Kennedy, John F.",1981,2015,3544.062000,43a3554d7a304af39d31c7cd673ce76b,cpb-aacip-75-88qbzvhx.h264.mp4
cpb-aacip/75-88qbzvhx,Significant speaker voice,"Johnson, Lyndon",2056,2087,3544.062000,43a3554d7a304af39d31c7cd673ce76b,cpb-aacip-75-88qbzvhx.h264.mp4
cpb-aacip/75-88qbzvhx,Significant speaker voice,"Nixon, Richard",2197,2213,3544.062000,43a3554d7a304af39d31c7cd673ce76b,cpb-aacip-75-88qbzvhx.h264.mp4
cpb-aacip/75-88qbzvhx,Significant speaker voice,"Kissinger, Henry",2962,2976,3544.062000,43a3554d7a304af39d31c7cd673ce76b,cpb-aacip-75-88qbzvhx.h264.mp4
cpb-aacip/62-pn8x921x8p,Significant speaker voice,"Nixon, Richard",472,506,3582.862222,7aeacc08ca3044d58b8bd653fd332bd7,cpb-aacip-62-pn8x921x8p__netnola_bljl_8_doc_.h264.mp4
cpb-aacip/62-pn8x921x8p,Significant speaker voice,"Nixon, Richard",825,847,3582.862222,7aeacc08ca3044d58b8bd653fd332bd7,cpb-aacip-62-pn8x921x8p__netnola_bljl_8_doc_.h264.mp4
cpb-aacip/15-9w37kv75,Sound quality,NPR embedded feed,1,9,1319.976000,090d1475c56c45808fad6567b2f88b3d,cpb-aacip-15-9w37kv75__213877_.mp3
cpb-aacip/15-9w37kv75,Sound quality,audience clapping,201,225,1319.976000,090d1475c56c45808fad6567b2f88b3d,cpb-aacip-15-9w37kv75__213877_.mp3
cpb-aacip/15-9w37kv75,Significant speaker voice,"Ford, Gerald",231,275,1319.976000,090d1475c56c45808fad6567b2f88b3d,cpb-aacip-15-9w37kv75__213877_.mp3
cpb-aacip/15-9w37kv75,Significant speaker voice,"Ford, Gerald",286,337,1319.976000,090d1475c56c45808fad6567b2f88b3d,cpb-aacip-15-9w37kv75__213877_.mp3
cpb-aacip/15-9w37kv75,Significant speaker voice,"Ford, Gerald",344,394,1319.976000,090d1475c56c45808fad6567b2f88b3d,cpb-aacip-15-9w37kv75__213877_.mp3
cpb-aacip/259-sn012z89,Significant speaker voice,"Ford, Gerald",105,110,429.290522,a24c18d33d034791949e0727460ff5c4,cpb-aacip-259-sn012z89.h264.mp4
cpb-aacip/259-sn012z89,Significant speaker voice,"Ford, Gerald",133,142,429.290522,a24c18d33d034791949e0727460ff5c4,cpb-aacip-259-sn012z89.h264.mp4
cpb-aacip/259-sn012z89,Significant speaker voice,"Ford, Gerald",150,165,429.290522,a24c18d33d034791949e0727460ff5c4,cpb-aacip-259-sn012z89.h264.mp4
cpb-aacip/15-1g0ht2g90g,Significant speaker voice,"Ford, Gerald",184,417,5519.941000,f9fe1d90176d415cb575f7bc38bfec39,cpb-aacip-15-1g0ht2g90g__19998-2009_05_03_.h264.mp4
cpb-aacip/15-1g0ht2g90g,Significant speaker voice,"Ford, Gerald",421,451,5519.941000,f9fe1d90176d415cb575f7bc38bfec39,cpb-aacip-15-1g0ht2g90g__19998-2009_05_03_.h264.mp4
cpb-aacip/15-m61bk17127,Significant speaker voice,"Kissinger, Henry",11,44,376.581224,1fba7d9cb5994abf96860e7c10af2961,cpb-aacip-15-m61bk17127__ABC73849_.h264.mp4
cpb-aacip/15-m61bk17127,Significant speaker voice,"Kissinger, Henry",54,158,376.581224,1fba7d9cb5994abf96860e7c10af2961,cpb-aacip-15-m61bk17127__ABC73849_.h264.mp4
cpb-aacip/43-w950g3hk0c,Significant speaker voice,"Ford, Gerald",44,80,191.832979,0f598740f1934181a9f55f6e9537d5c6,cpb-aacip-43-w950g3hk0c__10406934_.mp3
cpb-aacip/43-w950g3hk0c,Significant speaker voice,"Ford, Gerald",90,121,191.832979,0f598740f1934181a9f55f6e9537d5c6,cpb-aacip-43-w950g3hk0c__10406934_.mp3
cpb-aacip/43-7d2q52fk8r,Significant speaker voice,"Ford, Gerald",31,69,161.712979,fd31c544ad714955bb3613e6be14e545,cpb-aacip-43-7d2q52fk8r__10406828_.mp3
cpb-aacip/43-7d2q52fk8r,Significant speaker voice,"Ford, Gerald",115,149,161.712979,fd31c544ad714955bb3613e6be14e545,cpb-aacip-43-7d2q52fk8r__10406828_.mp3
cpb-aacip/43-tb0xp6vh9w,Significant speaker voice,"Ford, Gerald",1,33,33.600000,c2d4978d278d401082dd955a83dba2a0,cpb-aacip-43-tb0xp6vh9w__10356631_.mp3
cpb-aacip/43-g15t727r6m,Significant speaker voice,"Ford, Gerald",3,67,154.584979,76eb5ad2b97f451dad4575826f1ab1ff,cpb-aacip-43-g15t727r6m__10406881_.mp3
cpb-aacip/43-g15t727r6m,Significant speaker voice,"Ford, Gerald",101,120,154.584979,76eb5ad2b97f451dad4575826f1ab1ff,cpb-aacip-43-g15t727r6m__10406881_.mp3
cpb-aacip/37-49g4fbxk,Significant speaker voice,"Lehrer, Jim",33,73,1761.141000,59a9b64ec65646928a8ce587dd46889a,cpb-aacip-37-49g4fbxk.h264.mp4
cpb-aacip/37-49g4fbxk,Significant speaker voice,"Carter, Jimmy",74,1088,1761.141000,59a9b64ec65646928a8ce587dd46889a,cpb-aacip-37-49g4fbxk.h264.mp4
cpb-aacip/37-49g4fbxk,Significant speaker voice,"Lehrer, Jim",1090,1118,1761.141000,59a9b64ec65646928a8ce587dd46889a,cpb-aacip-37-49g4fbxk.h264.mp4
cpb-aacip/15-9351cnrs,Significant speaker voice,"Carter, Jimmy",75,199,2200.920000,7c624b7945be47dda912c0402844dfcb,cpb-aacip-15-9351cnrs.mp3
cpb-aacip/15-9351cnrs,Significant speaker voice,"Carter, Jimmy",210,274,2200.920000,7c624b7945be47dda912c0402844dfcb,cpb-aacip-15-9351cnrs.mp3
cpb-aacip/15-086348gj6k,Significant speaker voice,"Carter, Jimmy",475,645,888.976000,b16568116f6f49b7b217bff623c741f4,cpb-aacip-15-086348gj6k__barcode301449_story5_.h264.mp4
cpb-aacip/15-7w6736m55n,Significant speaker voice,"Carter, Jimmy",7,323,325.359000,4102dd220ab94f2c81bf1b400b5dad3e,cpb-aacip-15-7w6736m55n__barcode301441_story2_.h264.mp4
cpb-aacip/15-81jhbbd4,Sound quality,NPR embedded feed,126,131,7622.304979,dc90ecc8e3c648268b0d5cf41bfba854,cpb-aacip-15-81jhbbd4.mp3
cpb-aacip/15-81jhbbd4,Significant speaker voice,"Carter, Jimmy",2170,2184,7622.304979,dc90ecc8e3c648268b0d5cf41bfba854,cpb-aacip-15-81jhbbd4.mp3
cpb-aacip/15-81jhbbd4,Significant speaker voice,"Carter, Jimmy",2216,2444,7622.304979,dc90ecc8e3c648268b0d5cf41bfba854,cpb-aacip-15-81jhbbd4.mp3
cpb-aacip/15-81jhbbd4,Sound quality,NPR embedded feed,7190,7200,7622.304979,dc90ecc8e3c648268b0d5cf41bfba854,cpb-aacip-15-81jhbbd4.mp3
cpb-aacip/55-tx3513vg39,Significant speaker voice,"Carter, Jimmy",339,441,5443.431000,26e8615268d4425a8972156a79471e40,cpb-aacip-55-tx3513vg39__cpb-aacip-55-225b0mbx.mpeg2_.h264.mp4
cpb-aacip/55-tx3513vg39,Significant speaker voice,"Carter, Jimmy",460,562,5443.431000,26e8615268d4425a8972156a79471e40,cpb-aacip-55-tx3513vg39__cpb-aacip-55-225b0mbx.mpeg2_.h264.mp4
cpb-aacip/80-59189r4r,Significant speaker voice,"Carter, Jimmy",512,608,7223.232000,de85cb90fc854da9995a89935e826189,cpb-aacip-80-59189r4r.mp3
cpb-aacip/80-59189r4r,Significant speaker voice,"Carter, Jimmy",621,693,7223.232000,de85cb90fc854da9995a89935e826189,cpb-aacip-80-59189r4r.mp3
cpb-aacip/37-73bzks37,Significant speaker voice,"Carter, Jimmy",1741,1921,3687.074000,27e552bf960041da895feef7b2240ccd,cpb-aacip-37-73bzks37.h264.mp4
cpb-aacip/37-73bzks37,Significant speaker voice,"Carter, Jimmy",1930,2201,3687.074000,27e552bf960041da895feef7b2240ccd,cpb-aacip-37-73bzks37.h264.mp4
cpb-aacip/15-dz02z1300c,Significant speaker voice,"Carter, Jimmy",1,320,345.629025,4bad517605c54eb99428267c74b51905,cpb-aacip-15-dz02z1300c__barcode49891_clip1_.h264.mp4
cpb-aacip/15-g44hm52r73,Significant speaker voice,"Carter, Jimmy",1,602,638.595193,a35fa065350a4e6084be9cf7a0e07062,cpb-aacip-15-g44hm52r73__barcode50010_clip2_.h264.mp4
cpb-aacip/15-br8mc8rk58,Significant speaker voice,"Carter, Jimmy",1,242,934.347755,f0d9d02ebc9a49538426fb351af449d7,cpb-aacip-15-br8mc8rk58__barcode49892_.h264.mp4
cpb-aacip/15-br8mc8rk58,Significant speaker voice,"Carter, Jimmy",246,405,934.347755,f0d9d02ebc9a49538426fb351af449d7,cpb-aacip-15-br8mc8rk58__barcode49892_.h264.mp4
cpb-aacip/85-2259zz2w,Significant speaker voice,"Carter, Jimmy",307,1561,1640.188000,e77b3b3751dc407bbc3bd6a1d4d84f4a,cpb-aacip-85-2259zz2w.h264.mp4
cpb-aacip/15-6688g8fk4p,Significant speaker voice,"Carter, Jimmy",1,101,856.839546,a1724066fc5247ce94880bf4a2c8f278,cpb-aacip-15-6688g8fk4p__barcode49895_clip2_.h264.mp4
cpb-aacip/15-6688g8fk4p,Significant speaker voice,"Carter, Jimmy",123,158,856.839546,a1724066fc5247ce94880bf4a2c8f278,cpb-aacip-15-6688g8fk4p__barcode49895_clip2_.h264.mp4
cpb-aacip/15-930ns0m14z,Significant speaker voice,"Carter, Jimmy",182,814,1208.157460,72c251bb96d048b6abdb716a80f424b3,cpb-aacip-15-930ns0m14z__barcode50014_.h264.mp4
cpb-aacip/15-930ns0m14z,Significant speaker voice,"Carter, Jimmy",832,1208,1208.157460,72c251bb96d048b6abdb716a80f424b3,cpb-aacip-15-930ns0m14z__barcode50014_.h264.mp4
cpb-aacip/15-v11vd6pd5g,Significant speaker voice,"Carter, Jimmy",1,650,837.520544,d4f9ee87e4a342248a1ed5c6aae467e4,cpb-aacip-15-v11vd6pd5g__barcode50013_.h264.mp4
cpb-aacip/15-v11vd6pd5g,Significant speaker voice,"Carter, Jimmy",666,799,837.520544,d4f9ee87e4a342248a1ed5c6aae467e4,cpb-aacip-15-v11vd6pd5g__barcode50013_.h264.mp4
cpb-aacip/15-w66930p87w,Significant speaker voice,"Carter, Jimmy",256,386,386.334000,d668ce1cdebe4172809e518affbf9450,cpb-aacip-15-w66930p87w__barcode49888_clip2_.h264.mp4
cpb-aacip/80-43nvxnx4,Significant speaker voice,"Carter, Jimmy",4069,4167,5952.600000,6cfb8dfaf64e4c6fbc65069c2da22743,cpb-aacip-80-43nvxnx4.mp3
cpb-aacip/80-43nvxnx4,Significant speaker voice,"Carter, Jimmy",4196,4246,5952.600000,6cfb8dfaf64e4c6fbc65069c2da22743,cpb-aacip-80-43nvxnx4.mp3
cpb-aacip/37-86b2rpsz,Significant speaker voice,"Carter, Jimmy",713,725,1559.081000,dd646df7393545d48293cc7313beb7d0,cpb-aacip-37-86b2rpsz.h264.mp4
cpb-aacip/37-02q575ws,Significant speaker voice,"Reagan, Ronald",1767,1855,3694.156000,75e0f95748fa4b378eb83d581660f220,cpb-aacip-37-02q575ws.h264.mp4
cpb-aacip/37-02q575ws,Significant speaker voice,"Reagan, Ronald",1867,1972,3694.156000,75e0f95748fa4b378eb83d581660f220,cpb-aacip-37-02q575ws.h264.mp4
cpb-aacip/37-02q575ws,Significant speaker voice,"Reagan, Ronald",1981,2016,3694.156000,75e0f95748fa4b378eb83d581660f220,cpb-aacip-37-02q575ws.h264.mp4
cpb-aacip/37-10wpzkh3,Significant speaker voice,"Lehrer, Jim",49,125,3505.122000,9df3a8ad9f814cae86130890fc2f6e10,cpb-aacip-37-10wpzkh3.h264.mp4
cpb-aacip/37-10wpzkh3,Significant speaker voice,"Reagan, Ronald",323,339,3505.122000,9df3a8ad9f814cae86130890fc2f6e10,cpb-aacip-37-10wpzkh3.h264.mp4
cpb-aacip/37-10wpzkh3,Significant speaker voice,"Reagan, Ronald",351,372,3505.122000,9df3a8ad9f814cae86130890fc2f6e10,cpb-aacip-37-10wpzkh3.h264.mp4
cpb-aacip/37-10wpzkh3,Significant speaker voice,"Reagan, Ronald",412,431,3505.122000,9df3a8ad9f814cae86130890fc2f6e10,cpb-aacip-37-10wpzkh3.h264.mp4
cpb-aacip/37-10wpzkh3,Significant speaker voice,"Reagan, Ronald",436,477,3505.122000,9df3a8ad9f814cae86130890fc2f6e10,cpb-aacip-37-10wpzkh3.h264.mp4
cpb-aacip/37-10wpzkh3,Significant speaker voice,"Lehrer, Jim",2267,2305,3505.122000,9df3a8ad9f814cae86130890fc2f6e10,cpb-aacip-37-10wpzkh3.h264.mp4
cpb-aacip/37-8605qskd,Significant speaker voice,"Lehrer, Jim",102,135,3747.121000,1a9f390099aa445e9dc81f22ad520fd8,cpb-aacip-37-8605qskd.h264.mp4
cpb-aacip/37-8605qskd,Significant speaker voice,"Reagan, Ronald",349,510,3747.121000,1a9f390099aa445e9dc81f22ad520fd8,cpb-aacip-37-8605qskd.h264.mp4
cpb-aacip/37-8605qskd,Significant speaker voice,"Reagan, Ronald",544,613,3747.121000,1a9f390099aa445e9dc81f22ad520fd8,cpb-aacip-37-8605qskd.h264.mp4
cpb-aacip/37-8605qskd,Significant speaker voice,"Reagan, Ronald",905,966,3747.121000,1a9f390099aa445e9dc81f22ad520fd8,cpb-aacip-37-8605qskd.h264.mp4
cpb-aacip/37-8605qskd,Significant speaker voice,"Reagan, Ronald",2939,3009,3747.121000,1a9f390099aa445e9dc81f22ad520fd8,cpb-aacip-37-8605qskd.h264.mp4
cpb-aacip/37-94vhhz9j,Significant speaker voice,"Bush, George HW",586,588,3060.089000,5751cbe3dac04bb390264c33efc1bf59,cpb-aacip-37-94vhhz9j.h264.mp4
cpb-aacip/37-94vhhz9j,Significant speaker voice,"Bush, George HW",590,591,3060.089000,5751cbe3dac04bb390264c33efc1bf59,cpb-aacip-37-94vhhz9j.h264.mp4
cpb-aacip/37-94vhhz9j,Significant speaker voice,"Bush, George HW",594,597,3060.089000,5751cbe3dac04bb390264c33efc1bf59,cpb-aacip-37-94vhhz9j.h264.mp4
cpb-aacip/37-94vhhz9j,Significant speaker voice,"Reagan, Ronald",1276,1441,3060.089000,5751cbe3dac04bb390264c33efc1bf59,cpb-aacip-37-94vhhz9j.h264.mp4
cpb-aacip/37-94vhhz9j,Significant speaker voice,"Reagan, Ronald",1452,1532,3060.089000,5751cbe3dac04bb390264c33efc1bf59,cpb-aacip-37-94vhhz9j.h264.mp4
cpb-aacip/15-94hmh6vt,Significant speaker voice,"Reagan, Ronald",79,186,2094.348000,5be551c0a7874e41a01251d559872924,cpb-aacip-15-94hmh6vt.h264.mp4
cpb-aacip/15-94hmh6vt,Significant speaker voice,"Reagan, Ronald",239,263,2094.348000,5be551c0a7874e41a01251d559872924,cpb-aacip-15-94hmh6vt.h264.mp4
cpb-aacip/15-94hmh6vt,Significant speaker voice,"Reagan, Ronald",337,368,2094.348000,5be551c0a7874e41a01251d559872924,cpb-aacip-15-94hmh6vt.h264.mp4
cpb-aacip/37-5370s5gq,Significant speaker voice,"Reagan, Ronald",185,289,3007.124000,e7b002355a584c31bfce63e33f7e6f10,cpb-aacip-37-5370s5gq.h264.mp4
cpb-aacip/37-5370s5gq,Significant speaker voice,"Reagan, Ronald",292,350,3007.124000,e7b002355a584c31bfce63e33f7e6f10,cpb-aacip-37-5370s5gq.h264.mp4
cpb-aacip/15-04dncrzg,Significant speaker voice,"Reagan, Ronald",12,94,2777.760000,ed6bff6cce104b79a41bf1097cb42423,cpb-aacip-15-04dncrzg.mp3
cpb-aacip/15-04dncrzg,Significant speaker voice,"Reagan, Ronald",123,158,2777.760000,ed6bff6cce104b79a41bf1097cb42423,cpb-aacip-15-04dncrzg.mp3
cpb-aacip/15-04dncrzg,Significant speaker voice,"Reagan, Ronald",168,269,2777.760000,ed6bff6cce104b79a41bf1097cb42423,cpb-aacip-15-04dncrzg.mp3
cpb-aacip/37-311ns6k8,Significant speaker voice,"Reagan, Ronald",1934,2015,3668.150000,3567e36076a242a5ba73beac64bf4839,cpb-aacip-37-311ns6k8.h264.mp4
cpb-aacip/37-311ns6k8,Significant speaker voice,"Reagan, Ronald",2027,2105,3668.150000,3567e36076a242a5ba73beac64bf4839,cpb-aacip-37-311ns6k8.h264.mp4
